timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
494474443,0,0,0,0,0,0,0,0,0,0,1,0
495474451,0,0,0,0,0,0,0,0,0,0,1,0
496484447,0,0,0,0,0,0,0,0,0,0,1,0
497484450,0,0,0,0,0,0,0,0,0,0,1,0
498484465,0,0,0,0,0,0,0,0,0,0,1,0
499494289,0,0,0,0,0,0,0,0,0,0,1,0
500494441,0,0,0,0,0,0,0,0,0,0,1,0
501494443,0,0,0,0,0,0,0,0,0,0,1,0
502504428,0,0,0,0,0,0,0,0,0,0,1,0
503514503,0,0,0,0,0,0,0,0,0,0,1,0
504524270,0,0,0,0,0,0,0,0,0,0,1,0
505524272,0,0,0,0,0,0,0,0,0,0,1,0
506534449,0,0,0,0,0,0,0,0,0,0,1,0
507534457,0,0,0,0,0,0,0,0,0,0,1,0
508534502,0,0,0,0,0,0,0,0,0,0,1,0
509544269,0,0,0,0,0,0,0,0,0,0,1,0
510544436,0,0,0,0,0,0,0,1,0,0,1,0
511544441,0,0,0,0,0,0,0,1,0,0,1,0
512544448,0,0,0,0,0,0,0,0,0,1,1,0
513554461,0,0,0,0,0,0,0,0,0,0,1,0
514564278,0,0,0,0,0,0,0,0,0,0,1,0
515564335,0,0,0,0,0,0,0,0,0,0,1,0
516574270,0,0,0,0,0,0,0,0,0,0,1,0
517574431,0,0,0,0,0,0,0,0,0,0,1,0
518584526,0,0,0,0,0,0,0,0,0,0,1,0
519594447,0,0,0,0,0,0,0,0,0,0,1,0
520604270,0,0,0,0,0,0,0,0,0,0,1,0
521614312,0,0,0,0,0,0,0,0,0,0,1,0
522624440,0,0,0,0,0,0,0,0,0,0,1,0
523634439,0,0,0,0,0,0,0,0,0,0,1,0
524634443,0,0,0,0,0,0,0,0,0,0,1,0
525644328,0,0,0,0,0,0,0,0,0,0,1,0
526654266,0,0,0,0,0,0,0,0,0,0,1,0
527654442,0,0,0,0,0,0,0,0,0,0,1,0
528654470,0,0,0,0,0,0,0,0,0,0,1,0
528814328,0,0,0,0,1,1,0,0,0,0,1,0
529824269,0,0,0,0,1,1,0,0,0,1,1,0
530334313,0,1,0,0,1,1,1,0,0,0,1,0
530694456,0,1,1,0,1,1,1,0,0,0,1,0
531034467,0,1,1,1,1,1,1,0,0,0,1,0
532044400,0,1,1,1,1,1,1,0,0,0,1,0
532524461,0,1,1,1,1,1,1,0,0,0,1,1
533084445,0,1,1,1,0,0,1,0,0,0,1,1
